timestamp,open,high,low,close,volume
2025-07-14 21:00:00,690.98,692.39,690.04,691.76,4360.938
2025-07-14 22:00:00,691.76,691.77,689.9,690.89,3523.002
2025-07-14 23:00:00,690.88,691.37,688.8,689.12,3145.634
2025-07-15 00:00:00,689.13,691.1,686.74,687.56,5150.914
2025-07-15 01:00:00,687.56,688.8,683.0,685.7,9522.588
2025-07-15 02:00:00,685.71,687.03,680.87,683.23,10895.01
2025-07-15 03:00:00,683.23,683.28,675.3,679.77,25382.684
2025-07-15 04:00:00,679.78,683.0,676.77,682.56,9630.904
2025-07-15 05:00:00,682.56,683.67,680.77,681.6,4181.004
2025-07-15 06:00:00,681.59,682.49,680.52,682.19,5121.726
2025-07-15 07:00:00,682.19,682.99,679.14,679.2,7805.893
2025-07-15 08:00:00,679.2,681.05,677.66,679.28,6070.18
2025-07-15 09:00:00,679.29,680.33,676.48,676.6,5575.458
2025-07-15 10:00:00,676.6,679.84,676.37,679.28,5067.902
2025-07-15 11:00:00,679.28,680.8,677.2,680.49,4572.22
2025-07-15 12:00:00,680.49,683.2,677.7,681.51,10094.985
2025-07-15 13:00:00,681.5,686.64,681.34,685.51,10179.087
2025-07-15 14:00:00,685.52,687.75,676.81,678.49,14091.618
2025-07-15 15:00:00,678.49,684.2,677.45,683.1,8953.117
2025-07-15 16:00:00,683.1,685.97,682.74,684.7,6713.122
2025-07-15 17:00:00,684.7,688.25,683.44,688.06,5289.888
2025-07-15 18:00:00,688.07,688.55,683.24,685.46,6870.328
2025-07-15 19:00:00,685.45,687.95,683.34,684.59,4499.699
2025-07-15 20:00:00,684.6,686.32,683.5,684.82,3329.99
2025-07-15 21:00:00,684.83,689.25,684.68,689.23,3271.291
2025-07-15 22:00:00,689.23,690.99,687.68,690.94,3605.609
2025-07-15 23:00:00,690.94,693.21,689.36,689.92,13087.274
2025-07-16 00:00:00,689.93,693.64,688.27,692.7,5184.841
2025-07-16 01:00:00,692.71,692.71,689.78,690.46,3652.094
2025-07-16 02:00:00,690.46,690.73,685.93,687.64,3907.993
2025-07-16 03:00:00,687.64,688.7,686.7,687.88,3168.411
2025-07-16 04:00:00,687.87,688.15,685.2,687.22,3800.372
2025-07-16 05:00:00,687.22,689.76,687.11,689.1,5599.555
2025-07-16 06:00:00,689.1,691.12,688.04,691.07,4335.005
2025-07-16 07:00:00,691.06,693.84,690.03,692.08,9142.9
2025-07-16 08:00:00,692.09,693.53,690.79,693.09,4948.558
2025-07-16 09:00:00,693.1,695.71,692.85,694.99,7431.388
2025-07-16 10:00:00,695.0,695.0,693.11,693.31,5243.013
2025-07-16 11:00:00,693.31,694.75,691.9,694.38,5717.536
2025-07-16 12:00:00,694.38,695.85,692.7,692.78,8923.521
2025-07-16 13:00:00,692.79,694.0,691.0,692.77,12325.196
2025-07-16 14:00:00,692.77,703.6,692.0,703.3,22920.598
2025-07-16 15:00:00,703.31,706.34,696.63,700.2,24034.366
2025-07-16 16:00:00,700.21,702.22,698.81,701.04,10856.297
2025-07-16 17:00:00,701.05,706.11,700.01,705.8,15261.436
2025-07-16 18:00:00,705.8,711.0,705.5,707.65,25565.073
2025-07-16 19:00:00,707.65,709.4,704.71,706.83,9873.557
2025-07-16 20:00:00,706.84,713.68,706.84,712.79,14730.103
2025-07-16 21:00:00,712.79,715.56,711.06,712.58,13797.019
2025-07-16 22:00:00,712.59,715.03,709.33,710.69,8940.7
2025-07-16 23:00:00,710.69,711.42,706.38,708.61,8975.406
2025-07-17 00:00:00,708.61,717.9,708.31,717.19,23353.774
2025-07-17 01:00:00,717.19,720.88,707.87,713.98,32442.005
2025-07-17 02:00:00,713.97,723.4,712.31,718.48,25027.466
2025-07-17 03:00:00,718.49,718.8,707.94,709.62,13064.381
2025-07-17 04:00:00,709.62,711.29,708.13,711.29,10076.204
2025-07-17 05:00:00,711.29,713.12,706.14,712.75,11827.387
2025-07-17 06:00:00,712.76,723.47,710.17,721.03,40659.886
2025-07-17 07:00:00,721.04,721.45,715.5,720.9,15852.988
2025-07-17 08:00:00,720.91,721.45,713.96,717.95,32150.047
2025-07-17 09:00:00,717.94,721.8,714.0,720.62,13826.73
2025-07-17 10:00:00,720.62,720.8,715.03,715.97,12833.577
2025-07-17 11:00:00,715.97,719.6,715.35,717.65,8396.898
2025-07-17 12:00:00,717.64,719.7,713.98,719.08,11620.787
2025-07-17 13:00:00,719.08,722.42,711.96,720.03,19480.567
2025-07-17 14:00:00,720.02,727.85,719.96,724.55,30681.338
2025-07-17 15:00:00,724.55,726.17,720.79,721.36,17433.235
2025-07-17 16:00:00,721.37,722.0,713.74,715.73,21634.434
2025-07-17 17:00:00,715.74,719.55,713.96,718.99,12653.736
2025-07-17 18:00:00,719.0,720.51,717.27,720.21,5040.256
2025-07-17 19:00:00,720.21,720.65,715.07,715.61,6204.908
2025-07-17 20:00:00,715.61,716.2,709.98,716.01,13525.365
2025-07-17 21:00:00,716.02,723.82,715.91,723.03,12470.307
2025-07-17 22:00:00,723.04,725.49,722.02,723.33,9375.311
2025-07-17 23:00:00,723.33,724.9,720.15,720.65,9941.088
2025-07-18 00:00:00,720.64,728.39,719.83,728.38,12186.275
2025-07-18 01:00:00,728.37,733.0,727.89,732.49,25433.169
2025-07-18 02:00:00,732.5,732.6,726.62,731.81,16010.527
2025-07-18 03:00:00,731.8,736.47,730.84,736.43,15876.608
2025-07-18 04:00:00,736.44,744.0,733.55,743.55,31856.802
2025-07-18 05:00:00,743.55,748.3,740.71,747.8,30144.913
2025-07-18 06:00:00,747.82,748.4,744.64,745.47,19752.665
2025-07-18 07:00:00,745.46,747.13,740.0,740.28,28080.849
2025-07-18 08:00:00,740.28,742.08,734.36,735.87,28473.657
2025-07-18 09:00:00,735.88,739.45,733.13,738.91,22268.51
2025-07-18 10:00:00,738.91,739.92,734.76,739.42,12757.579
2025-07-18 11:00:00,739.41,739.69,733.05,736.95,8579.728
2025-07-18 12:00:00,736.95,749.96,736.87,749.79,17905.29
2025-07-18 13:00:00,749.78,765.56,749.21,756.44,84558.19
2025-07-18 14:00:00,756.44,759.3,739.21,747.41,43316.968
2025-07-18 15:00:00,747.41,747.41,731.32,737.81,28535.181
2025-07-18 16:00:00,737.81,744.75,735.72,743.4,14946.797
2025-07-18 17:00:00,743.41,748.28,737.41,741.08,35755.468
2025-07-18 18:00:00,741.08,741.28,735.36,735.65,8767.441
2025-07-18 19:00:00,735.65,736.04,729.27,731.85,12537.368
2025-07-18 20:00:00,731.84,732.52,718.73,725.33,23030.549
2025-07-18 21:00:00,725.36,734.73,724.71,732.88,10523.08
2025-07-18 22:00:00,732.88,734.08,724.16,731.48,14570.806
2025-07-18 23:00:00,731.48,731.75,723.75,729.92,10561.665
2025-07-19 00:00:00,729.92,731.45,721.96,722.33,13144.696
2025-07-19 01:00:00,722.34,728.03,718.76,726.01,14367.491
2025-07-19 02:00:00,726.01,730.8,722.95,730.07,9085.169
2025-07-19 03:00:00,730.07,735.1,729.6,734.9,7551.415
2025-07-19 04:00:00,734.89,739.3,734.41,737.01,8895.573
2025-07-19 05:00:00,737.01,737.25,733.96,734.71,4283.457
2025-07-19 06:00:00,734.7,735.46,731.8,731.99,4083.737
2025-07-19 07:00:00,731.99,734.4,731.6,732.36,6097.753
2025-07-19 08:00:00,732.37,733.2,728.18,730.6,9502.784
2025-07-19 09:00:00,730.61,734.88,730.02,732.7,5226.942
2025-07-19 10:00:00,732.7,738.66,730.95,736.0,11028.723
2025-07-19 11:00:00,736.0,738.31,733.1,736.7,5447.116
2025-07-19 12:00:00,736.71,742.0,735.71,741.93,13122.911
2025-07-19 13:00:00,741.93,742.5,734.23,735.81,8294.201
2025-07-19 14:00:00,735.81,736.14,728.31,728.86,11490.148
2025-07-19 15:00:00,728.85,732.09,727.3,730.81,20301.622
2025-07-19 16:00:00,730.81,733.18,728.34,732.11,6038.711
2025-07-19 17:00:00,732.12,732.2,728.06,729.05,3884.315
2025-07-19 18:00:00,729.06,732.22,728.62,730.59,3909.291
2025-07-19 19:00:00,730.6,735.08,728.55,734.47,4297.269
2025-07-19 20:00:00,734.46,735.71,732.77,732.77,3762.888
2025-07-19 21:00:00,732.76,733.3,725.1,730.37,8750.468
2025-07-19 22:00:00,730.38,732.53,729.05,732.53,2991.109
2025-07-19 23:00:00,732.52,733.5,731.02,733.2,2538.021
2025-07-20 00:00:00,733.2,734.26,731.5,734.14,4006.889
2025-07-20 01:00:00,734.15,741.49,734.14,738.67,11008.583
2025-07-20 02:00:00,738.66,741.79,737.5,741.73,7530.304
2025-07-20 03:00:00,741.72,746.15,740.54,742.92,11924.03
2025-07-20 04:00:00,742.92,744.17,740.98,741.9,6152.122
2025-07-20 05:00:00,741.9,744.29,738.92,743.66,6703.217
2025-07-20 06:00:00,743.66,743.91,741.46,742.16,3463.431
2025-07-20 07:00:00,742.17,745.54,741.68,744.69,6218.128
2025-07-20 08:00:00,744.68,750.89,744.65,750.8,12500.649
2025-07-20 09:00:00,750.79,750.79,747.2,748.91,11745.789
2025-07-20 10:00:00,748.9,749.7,745.06,745.18,12661.896
2025-07-20 11:00:00,745.17,750.3,744.58,748.76,10383.094
2025-07-20 12:00:00,748.76,749.0,745.95,747.5,7367.379
2025-07-20 13:00:00,747.49,749.7,747.15,749.27,5149.056
2025-07-20 14:00:00,749.28,749.65,743.55,746.5,21191.117
2025-07-20 15:00:00,746.5,751.85,745.88,751.0,9563.56
2025-07-20 16:00:00,751.01,756.36,750.74,754.99,20130.015
2025-07-20 17:00:00,755.0,755.13,749.96,754.76,5729.325
